GeoID,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI,H_PopTot,H_Cases,H_AAIR,H_LCI,H_UCI,API_PopTot,API_Cases,API_AAIR,API_LCI,API_UCI,AIAN_PopTot,AIAN_Cases,AIAN_AAIR,AIAN_LCI,AIAN_UCI,GeoName,GeoType
A9050zg,Male,Stomach,10yrs,264036,46,18.2,13,24.7,35033,,,,,220145,44,22.2,15.6,30.5,3610,,,,,4533,,,,,715,,,,,St. Louis 2,Zone
A9050zg,Both,Esoph,10yrs,589423,33,4.9,3.3,7.1,70308,,,,,500494,23,4,2.4,6.2,7143,,,,,9567,,,,,1911,,,,,St. Louis 2,Zone
A9050zg,Female,Esoph,10yrs,325388,,,,,35274,,,,,280349,,,,,3533,,,,,5034,,,,,1196,,,,,St. Louis 2,Zone
A9050zg,Male,Esoph,10yrs,264036,20,6.9,3.9,11.2,35033,,,,,220145,16,7.2,3.6,12.7,3610,,,,,4533,,,,,715,,,,,St. Louis 2,Zone
A9050zg,Female,Ovary,10yrs,325388,29,9.1,6,13.2,35274,,,,,280349,24,9.3,5.8,14,3533,,,,,5034,,,,,1196,,,,,St. Louis 2,Zone
A9050zg,Female,Cervix,10yrs,325388,35,10.7,7.4,15.1,35274,,,,,280349,32,11.3,7.6,16.2,3533,,,,,5034,,,,,1196,,,,,St. Louis 2,Zone
A9050zg,Both,Larynx,10yrs,589423,24,3.9,2.4,5.9,70308,,,,,500494,20,3.7,2.2,5.9,7143,,,,,9567,,,,,1911,,,,,St. Louis 2,Zone
A9050zg,Female,Larynx,10yrs,325388,,,,,35274,,,,,280349,,,,,3533,,,,,5034,,,,,1196,,,,,St. Louis 2,Zone
A9050zg,Male,Larynx,10yrs,264036,18,7.1,4,11.8,35033,,,,,220145,,,,,3610,,,,,4533,,,,,715,,,,,St. Louis 2,Zone
A9050zg,Male,Testis,10yrs,264036,,,,,35033,,,,,220145,,,,,3610,,,,,4533,,,,,715,,,,,St. Louis 2,Zone
A9050zg,Both,HL,10yrs,589423,,,,,70308,,,,,500494,,,,,7143,,,,,9567,,,,,1911,,,,,St. Louis 2,Zone
A9050zg,Female,HL,10yrs,325388,,,,,35274,,,,,280349,,,,,3533,,,,,5034,,,,,1196,,,,,St. Louis 2,Zone
A9050zg,Male,HL,10yrs,264036,,,,,35033,,,,,220145,,,,,3610,,,,,4533,,,,,715,,,,,St. Louis 2,Zone
A9050zg,Both,Meso,10yrs,589423,,,,,70308,,,,,500494,,,,,7143,,,,,9567,,,,,1911,,,,,St. Louis 2,Zone
A9050zg,Female,Meso,10yrs,325388,,,,,35274,,,,,280349,,,,,3533,,,,,5034,,,,,1196,,,,,St. Louis 2,Zone
A9050zg,Male,Meso,10yrs,264036,,,,,35033,,,,,220145,,,,,3610,,,,,4533,,,,,715,,,,,St. Louis 2,Zone
A9050zg,Both,KS,10yrs,589423,,,,,70308,,,,,500494,,,,,7143,,,,,9567,,,,,1911,,,,,St. Louis 2,Zone
A9050zg,Female,KS,10yrs,325388,,,,,35274,,,,,280349,,,,,3533,,,,,5034,,,,,1196,,,,,St. Louis 2,Zone
A9050zg,Male,KS,10yrs,264036,,,,,35033,,,,,220145,,,,,3610,,,,,4533,,,,,715,,,,,St. Louis 2,Zone
A9049zg,Both,AllSite,05yrs,288550,1509,477.6,453.2,502.9,188563,1093,462.2,434.6,491.2,72648,358,567.7,504.8,636.1,21231,33,330.3,209.7,488.9,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,AllSite,05yrs,150478,815,468.2,435.9,502.3,98246,595,459.5,422.2,499.5,38674,189,532.8,453.1,622.1,10637,16,257.2,140.4,434.5,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,AllSite,05yrs,138073,694,502.8,464.3,543.7,90317,498,479.7,437,525.5,33974,169,641.2,532.6,763.8,10594,17,418.8,212.2,718.9,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,Lung,05yrs,288550,233,72.6,63.4,82.9,188563,172,69.2,59.1,80.7,72648,54,93.1,67.3,124.8,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,Lung,05yrs,150478,123,67.2,55.7,80.5,98246,90,63.2,50.7,78.3,38674,30,85.8,55,126.8,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Lung,05yrs,138073,110,81,65.9,98.5,90317,82,77.5,61.1,97,33974,24,108.5,62.8,171,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Female,Breast,05yrs,150478,257,148.3,130.4,168.1,98246,181,141.2,120.8,164.3,38674,62,174.9,130.7,228.6,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Prostate,05yrs,138073,147,98.6,82.6,116.8,90317,84,77.5,61.2,96.9,33974,55,161.8,118.3,216.7,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,CRC,05yrs,288550,125,42.4,35.2,50.7,188563,82,37.1,29.4,46.3,72648,36,66.6,45.2,93.9,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,CRC,05yrs,150478,61,37.3,28.4,48.1,98246,44,35.8,25.7,48.7,38674,16,52.2,28.6,86.5,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,CRC,05yrs,138073,64,49.3,37.5,63.5,90317,38,39.1,27.4,54.3,33974,20,87,48.9,140.7,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,Urinary,05yrs,288550,61,19.4,14.7,25.1,188563,52,21.1,15.7,27.9,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,Urinary,05yrs,150478,16,9,5.1,14.8,98246,,,,,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Urinary,05yrs,138073,45,35.2,25.1,47.8,90317,38,38.2,26.6,53.1,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,Mela,05yrs,288550,56,19,14.3,24.8,188563,54,24.7,18.4,32.6,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,Mela,05yrs,150478,26,17.7,11.5,26.1,98246,24,22.8,14.3,34.4,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Mela,05yrs,138073,30,21.4,14.1,30.9,90317,30,28.1,18.7,40.7,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,Kidney,05yrs,288550,63,20,15.3,25.8,188563,42,18.7,13.3,25.6,72648,20,30.4,17.4,48.9,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,Kidney,05yrs,150478,27,15.3,10,22.5,98246,17,13.6,7.8,22.4,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Kidney,05yrs,138073,36,25.9,17.9,36.3,90317,25,24.8,15.8,37.3,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,NHL,05yrs,288550,73,24,18.7,30.3,188563,61,26.5,20.2,34.3,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,NHL,05yrs,150478,39,22.8,16.1,31.4,98246,34,25.8,17.7,36.7,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,NHL,05yrs,138073,34,25.9,17.5,36.7,90317,27,27.8,18,41,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,Leuks,05yrs,288550,59,18.7,14.2,24.3,188563,50,19.9,14.7,26.6,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,Leuks,05yrs,150478,24,13.7,8.7,20.6,98246,20,14.2,8.6,22.5,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Leuks,05yrs,138073,35,25.2,17.2,35.6,90317,30,26.9,17.9,39.1,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Female,Uterine,05yrs,150478,52,27.5,20.4,36.4,98246,42,29.2,21,40.1,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Both,Pancreas,05yrs,288550,47,14.3,10.4,19.2,188563,37,14.8,10.4,20.6,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,Pancreas,05yrs,150478,20,11.2,6.8,17.6,98246,,,,,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Pancreas,05yrs,138073,27,18,11.5,26.7,90317,23,20.5,12.7,31.4,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,Oral,05yrs,288550,27,8.1,5.2,11.9,188563,20,8.6,5.2,13.5,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,Oral,05yrs,150478,,,,,98246,,,,,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Oral,05yrs,138073,17,11.3,6.4,18.6,90317,,,,,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,Thyroid,05yrs,288550,36,11.3,7.8,15.8,188563,24,10.4,6.5,15.8,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,Thyroid,05yrs,150478,27,15.7,10.2,23.2,98246,,,,,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Thyroid,05yrs,138073,,,,,90317,,,,,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,Liver,05yrs,288550,26,8,5.1,11.8,188563,20,8.1,4.9,12.8,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,Liver,05yrs,150478,,,,,98246,,,,,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Liver,05yrs,138073,,,,,90317,,,,,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,Myeloma,05yrs,288550,33,10.7,7.3,15.1,188563,20,8.4,5.1,13.2,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,Myeloma,05yrs,150478,18,9.7,5.7,15.6,98246,,,,,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Myeloma,05yrs,138073,,,,,90317,,,,,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,Brain,05yrs,288550,20,6.5,3.9,10.2,188563,,,,,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,Brain,05yrs,150478,,,,,98246,,,,,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Brain,05yrs,138073,,,,,90317,,,,,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,Stomach,05yrs,288550,27,8.3,5.4,12.2,188563,18,7.3,4.2,11.8,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,Stomach,05yrs,150478,,,,,98246,,,,,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Stomach,05yrs,138073,18,13.3,7.6,21.4,90317,,,,,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,Esoph,05yrs,288550,,,,,188563,,,,,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,Esoph,05yrs,150478,,,,,98246,,,,,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Esoph,05yrs,138073,,,,,90317,,,,,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Female,Ovary,05yrs,150478,16,9.4,5.3,15.5,98246,,,,,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Female,Cervix,05yrs,150478,,,,,98246,,,,,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Both,Larynx,05yrs,288550,,,,,188563,,,,,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,Larynx,05yrs,150478,,,,,98246,,,,,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Larynx,05yrs,138073,,,,,90317,,,,,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Male,Testis,05yrs,138073,,,,,90317,,,,,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,HL,05yrs,288550,,,,,188563,,,,,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,HL,05yrs,150478,,,,,98246,,,,,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,HL,05yrs,138073,,,,,90317,,,,,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,Meso,05yrs,288550,,,,,188563,,,,,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,Meso,05yrs,150478,,,,,98246,,,,,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,Meso,05yrs,138073,,,,,90317,,,,,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,KS,05yrs,288550,,,,,188563,,,,,72648,,,,,21231,,,,,5216,,,,,892,,,,,Jackson 9,Zone
A9049zg,Female,KS,05yrs,150478,,,,,98246,,,,,38674,,,,,10637,,,,,2535,,,,,386,,,,,Jackson 9,Zone
A9049zg,Male,KS,05yrs,138073,,,,,90317,,,,,33974,,,,,10594,,,,,2681,,,,,506,,,,,Jackson 9,Zone
A9049zg,Both,AllSite,10yrs,566962,2856,466.6,449.4,484.4,374424,2112,457.3,437.7,477.7,143003,631,522.2,478.4,568.9,37556,61,362.3,262.1,484.1,10088,31,433.1,254.4,674.7,1891,,,,,Jackson 9,Zone
A9049zg,Female,AllSite,10yrs,296031,1539,452.7,430,476.3,195122,1148,449.9,423.6,477.5,76198,329,479.2,424.3,538.9,18828,31,309,195,461.2,5030,18,512.9,280.2,844.4,852,,,,,Jackson 9,Zone
A9049zg,Male,AllSite,10yrs,270931,1317,493,465.7,521.5,179302,964,475.9,445.5,507.8,66805,302,591.9,517.1,673.8,18728,30,445,274,669.7,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,Lung,10yrs,566962,444,71.1,64.5,78.2,374424,329,67.7,60.5,75.5,143003,104,92.1,73.4,113.7,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,Lung,10yrs,296031,217,61.3,53.3,70.2,195122,166,59.5,50.7,69.5,76198,46,69.9,49.6,95.5,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Lung,10yrs,270931,227,84,73,96.2,179302,163,77.9,66.1,91.3,66805,58,126.8,91,170.6,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Female,Breast,10yrs,296031,490,143.6,131,157.2,195122,347,137.8,123.4,153.6,76198,118,157.3,128.1,191.2,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Prostate,10yrs,270931,246,85.3,74.7,97.1,179302,146,68.6,57.6,81.1,66805,89,139.6,110.3,174.6,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,CRC,10yrs,566962,246,42,36.9,47.7,374424,175,39.2,33.6,45.6,143003,60,56.7,42.1,74.4,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,CRC,10yrs,296031,131,39.8,33.2,47.4,195122,101,40.2,32.6,49.2,76198,27,47.3,30,70.1,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,CRC,10yrs,270931,115,44.9,36.7,54.2,179302,74,38.3,29.9,48.4,66805,33,70.9,45.5,104.3,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,Urinary,10yrs,566962,112,19.2,15.7,23.1,374424,94,20.3,16.4,24.9,143003,,,,,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,Urinary,10yrs,296031,31,9,6.1,12.8,195122,25,9.1,5.9,13.7,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Urinary,10yrs,270931,81,34.8,27.3,43.5,179302,69,37.3,28.8,47.5,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,Mela,10yrs,566962,109,18.6,15.2,22.5,374424,104,24,19.5,29.2,143003,,,,,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,Mela,10yrs,296031,47,15.2,11.1,20.4,195122,44,20,14.4,27.1,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Mela,10yrs,270931,62,23.3,17.7,30.1,179302,60,29.6,22.5,38.4,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,Kidney,10yrs,566962,118,19.2,15.9,23.1,374424,88,19.5,15.6,24.2,143003,26,20.3,12.6,30.8,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,Kidney,10yrs,296031,43,12.3,8.9,16.7,195122,30,11.4,7.6,16.6,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Kidney,10yrs,270931,75,27.5,21.4,34.7,179302,58,28.9,21.8,37.6,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,NHL,10yrs,566962,131,21.7,18.1,25.9,374424,109,23.7,19.4,28.7,143003,18,12.8,7.2,21.1,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,NHL,10yrs,296031,67,19.6,15.1,25,195122,58,21.8,16.4,28.4,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,NHL,10yrs,270931,64,24.3,18.5,31.2,179302,51,25.8,19.1,34.3,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,Leuks,10yrs,566962,99,16.7,13.5,20.4,374424,80,17,13.4,21.3,143003,,,,,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,Leuks,10yrs,296031,44,13,9.4,17.5,195122,36,13.6,9.5,19.1,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Leuks,10yrs,270931,55,22.3,16.5,29.3,179302,44,22.2,15.9,30.1,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Female,Uterine,10yrs,296031,97,26.6,21.5,32.6,195122,78,28.7,22.6,36.1,76198,18,23,12.8,38,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Both,Pancreas,10yrs,566962,100,16.1,13.1,19.7,374424,79,16.5,13,20.6,143003,20,15.2,8.8,24.3,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,Pancreas,10yrs,296031,48,14,10.3,18.6,195122,39,14.4,10.2,19.9,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Pancreas,10yrs,270931,52,19.2,14.1,25.6,179302,40,19.1,13.5,26.4,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,Oral,10yrs,566962,58,9,6.8,11.7,374424,48,10.3,7.5,13.8,143003,,,,,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,Oral,10yrs,296031,22,6.2,3.9,9.5,195122,18,7.3,4.2,11.8,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Oral,10yrs,270931,36,12.6,8.6,17.7,179302,30,14,9.3,20.4,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,Thyroid,10yrs,566962,71,11.7,9.1,14.9,374424,48,11.1,8.1,14.9,143003,19,14.3,8.5,22.6,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,Thyroid,10yrs,296031,52,16.2,12,21.4,195122,31,13.5,9.1,19.5,76198,17,22.9,13.2,37.2,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Thyroid,10yrs,270931,19,6.8,4,10.8,179302,17,8.5,4.9,13.8,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,Liver,10yrs,566962,47,7.6,5.5,10.1,374424,34,7.2,4.9,10.1,143003,,,,,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,Liver,10yrs,296031,19,5.2,3.1,8.3,195122,,,,,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Liver,10yrs,270931,28,10.7,7,15.7,179302,20,9.9,6,15.6,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,Myeloma,10yrs,566962,76,12.5,9.8,15.7,374424,49,10.3,7.6,13.7,143003,24,24.8,15.1,37.8,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,Myeloma,10yrs,296031,35,9.8,6.8,13.7,195122,21,7.7,4.7,12,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Myeloma,10yrs,270931,41,16.4,11.6,22.4,179302,28,14.1,9.3,20.6,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,Brain,10yrs,566962,41,6.8,4.9,9.3,374424,32,7.7,5.2,11,143003,,,,,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,Brain,10yrs,296031,17,5.5,3.1,8.9,195122,,,,,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Brain,10yrs,270931,24,8.4,5.3,12.6,179302,19,9.2,5.5,14.6,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,Stomach,10yrs,566962,43,7,5,9.5,374424,28,5.7,3.8,8.4,143003,,,,,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,Stomach,10yrs,296031,16,4.9,2.7,8,195122,,,,,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Stomach,10yrs,270931,27,9.9,6.4,14.7,179302,21,9.5,5.8,14.8,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,Esoph,10yrs,566962,28,4.6,3,6.7,374424,25,5.4,3.4,8,143003,,,,,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,Esoph,10yrs,296031,,,,,195122,,,,,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Esoph,10yrs,270931,25,10,6.4,15,179302,22,11,6.8,16.8,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Female,Ovary,10yrs,296031,32,9.8,6.7,13.9,195122,27,10.9,7.1,16.2,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Female,Cervix,10yrs,296031,18,6.1,3.6,9.7,195122,,,,,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Both,Larynx,10yrs,566962,24,3.5,2.3,5.3,374424,17,3.4,1.9,5.5,143003,,,,,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,Larynx,10yrs,296031,,,,,195122,,,,,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Larynx,10yrs,270931,16,5.4,3,8.8,179302,,,,,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Male,Testis,10yrs,270931,18,6.9,4.1,10.9,179302,,,,,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,HL,10yrs,566962,19,3.4,2,5.3,374424,,,,,143003,,,,,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,HL,10yrs,296031,,,,,195122,,,,,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,HL,10yrs,270931,,,,,179302,,,,,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,Meso,10yrs,566962,,,,,374424,,,,,143003,,,,,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,Meso,10yrs,296031,,,,,195122,,,,,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,Meso,10yrs,270931,,,,,179302,,,,,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9049zg,Both,KS,10yrs,566962,,,,,374424,,,,,143003,,,,,37556,,,,,10088,,,,,1891,,,,,Jackson 9,Zone
A9049zg,Female,KS,10yrs,296031,,,,,195122,,,,,76198,,,,,18828,,,,,5030,,,,,852,,,,,Jackson 9,Zone
A9049zg,Male,KS,10yrs,270931,,,,,179302,,,,,66805,,,,,18728,,,,,5058,,,,,1039,,,,,Jackson 9,Zone
A9048zg,Both,AllSite,05yrs,303137,1341,487.9,460.5,516.4,255669,1222,490.9,462.3,521,19400,63,662.1,460.4,912,8045,16,289.4,153.4,6568.6,19104,25,309.7,144.4,553.1,919,,,,,Boone 2,Zone
A9048zg,Female,AllSite,05yrs,157737,636,461.6,424.7,500.8,133183,580,467.6,428.6,509.3,10389,30,601.3,366.5,913.1,4110,,,,,9710,16,310.4,130.3,665.6,345,,,,,Boone 2,Zone
A9048zg,Male,AllSite,05yrs,145401,705,517.3,476.9,560,122486,642,517.6,475.6,562.2,9011,33,741.9,357.9,1309.6,3935,,,,,9394,,,,,574,,,,,Boone 2,Zone
A9048zg,Both,Lung,05yrs,303137,149,53.3,44.5,63.3,255669,139,53,44,63.2,19400,,,,,8045,,,,,19104,,,,,919,,,,,Boone 2,Zone
A9048zg,Female,Lung,05yrs,157737,68,47.6,36.3,61.2,133183,66,49.3,37.5,63.7,10389,,,,,4110,,,,,9710,,,,,345,,,,,Boone 2,Zone
A9048zg,Male,Lung,05yrs,145401,81,59.1,46,74.7,122486,73,56.2,43.3,71.9,9011,,,,,3935,,,,,9394,,,,,574,,,,,Boone 2,Zone
A9048zg,Female,Breast,05yrs,157737,252,183.3,160.3,208.5,133183,236,192.7,167.8,220.2,10389,,,,,4110,,,,,9710,,,,,345,,,,,Boone 2,Zone
A9048zg,Male,Prostate,05yrs,145401,172,112.4,95.3,131.8,122486,158,111.7,94.1,131.8,9011,,,,,3935,,,,,9394,,,,,574,,,,,Boone 2,Zone
A9048zg,Both,CRC,05yrs,303137,84,32.6,25.6,40.7,255669,78,33.4,26.1,42.2,19400,,,,,8045,,,,,19104,,,,,919,,,,,Boone 2,Zone
